,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
3189,"[0.09900061384558662, 0.24816589846470383, 84062747105545.78]","[0.10538197315767087, 0.23701575303409894, 82212988363039.0]",-211.62903223515772,-220.56123680552486,-23.745221488411065,-23.684746915810056,-211.62903223515772,-220.56123680552486,0.00014029965950490344,False
3190,"[0.09900061384558662, 0.24816589846470383, 84062747105545.78]","[0.1048328674186176, 0.25635617119945514, 83831628564343.42]",-211.62903223515772,-218.09810403887528,-21.78408849177129,-21.637475424859893,-211.62903223515772,-218.09810403887528,0.001795523355103742,False
3191,"[0.09900061384558662, 0.24816589846470383, 84062747105545.78]","[0.0954054383530799, 0.23091227131536365, 81880961182400.03]",-211.62903223515772,-213.8841941826624,-25.092714124470437,-25.133833496247725,-211.62903223515772,-213.8841941826624,0.10063236843088869,True
3192,"[0.0954054383530799, 0.23091227131536365, 81880961182400.03]","[0.08728264099283604, 0.23563268755583372, 81831328036368.61]",-213.8841941826624,-254.05042364755465,-21.570282573776446,-21.673021683719014,-213.8841941826624,-254.05042364755465,3.2464532705127213e-18,False
3193,"[0.0954054383530799, 0.23091227131536365, 81880961182400.03]","[0.10685699213614527, 0.23560651899319313, 81748793765766.19]",-213.8841941826624,-224.21545315308768,-22.03543157319431,-21.873569163956866,-213.8841941826624,-224.21545315308768,3.832544350017787e-05,False
3194,"[0.0954054383530799, 0.23091227131536365, 81880961182400.03]","[0.09626814247363989, 0.21855024468731793, 81146024933819.1]",-213.8841941826624,-212.60731319538536,-22.191449524675058,-22.242263077229126,-213.8841941826624,-212.60731319538536,3.407801747942799,True
3195,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.0926234733582856, 0.22066989716190732, 82635885660641.14]",-212.60731319538536,-219.883827022827,-22.3547396590329,-22.400100538317908,-212.60731319538536,-219.883827022827,0.0006609220141269157,False
3196,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.0950596374400035, 0.20773790020697805, 80648650504154.1]",-212.60731319538536,-213.84056757837476,-21.84518318216223,-21.943581569777074,-212.60731319538536,-213.84056757837476,0.26404050208767305,False
3197,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.08438765583212003, 0.18973440120663113, 81319214343381.97]",-212.60731319538536,-275.0560326621079,-26.24941255099006,-25.884800641084347,-212.60731319538536,-275.0560326621079,1.0894684906119914e-27,False
3198,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.09146792942599306, 0.2033075636650971, 79847331668444.97]",-212.60731319538536,-223.30359600514797,-23.22930625822923,-23.370598780832783,-212.60731319538536,-223.30359600514797,1.964720768352448e-05,False
3199,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.08914594138244317, 0.2031072416693607, 80070656133776.3]",-212.60731319538536,-235.13918971509318,-23.117102001032805,-23.29144764944195,-212.60731319538536,-235.13918971509318,1.3766166168205112e-10,False
3200,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.10373606563708937, 0.20655509578673892, 80964762163202.8]",-212.60731319538536,-219.71343795027673,-22.223156066764574,-22.164579193093893,-212.60731319538536,-219.71343795027673,0.0008695385570492324,False
3201,"[0.09626814247363989, 0.21855024468731793, 81146024933819.1]","[0.09823680139061244, 0.20767355778293364, 81876940069678.67]",-212.60731319538536,-212.23950354230504,-22.053287647992164,-22.060400415605063,-212.60731319538536,-212.23950354230504,1.4343286291279833,True
3202,"[0.09823680139061244, 0.20767355778293364, 81876940069678.67]","[0.08696951931713685, 0.20995098824608333, 82889350502626.81]",-212.23950354230504,-251.48992912819298,-22.301878063470912,-22.405011128572824,-212.23950354230504,-251.48992912819298,8.108987568430437e-18,False
3203,"[0.09823680139061244, 0.20767355778293364, 81876940069678.67]","[0.08756643861773655, 0.19380561824256057, 81939558553684.36]",-212.23950354230504,-244.0017202332465,-22.61805318666156,-22.809053863463035,-212.23950354230504,-244.0017202332465,1.3270705701753862e-14,False
3204,"[0.09823680139061244, 0.20767355778293364, 81876940069678.67]","[0.09679552821200287, 0.19994739333683928, 82035506219022.1]",-212.23950354230504,-212.37969710015722,-21.456935189893915,-21.54323276038593,-212.23950354230504,-212.37969710015722,0.7973264158871429,True
3205,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.10246932733364345, 0.21066454616985422, 83726259820831.81]",-212.37969710015722,-217.3968428699743,-23.42765713207063,-23.259474678864752,-212.37969710015722,-217.3968428699743,0.007836497306273645,False
3206,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.10279718901377129, 0.19566552292582162, 82558047883924.06]",-212.37969710015722,-219.41879232099427,-21.625400803390843,-21.548547269919172,-212.37969710015722,-219.41879232099427,0.0009469713796424249,False
3207,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.0925750287049638, 0.19550414899845234, 81163019846699.56]",-212.37969710015722,-218.5878468353474,-21.67613574481572,-21.818043184871094,-212.37969710015722,-218.5878468353474,0.0017466472684197023,False
3208,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.11131517038814889, 0.2087763442420168, 81440536182826.9]",-212.37969710015722,-242.38164157541988,-22.870083701516645,-22.73569578871681,-212.37969710015722,-242.38164157541988,1.0682797521572179e-13,False
3209,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.08945191103270435, 0.20296733172396753, 81436127905365.66]",-212.37969710015722,-232.75869701257488,-21.617125582904176,-21.730541523900506,-212.37969710015722,-232.75869701257488,1.2596702539922918e-09,False
3210,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.10784166490266385, 0.19016384108377019, 83110292255263.44]",-212.37969710015722,-234.9563891484118,-22.884214722959367,-22.80817103913332,-212.37969710015722,-234.9563891484118,1.69080131172555e-10,False
3211,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.08188151947694317, 0.184720629148309, 82268267052669.95]",-212.37969710015722,-309.1257065232868,-23.425091936418706,-23.542306969437817,-212.37969710015722,-309.1257065232868,8.567145037225466e-43,False
3212,"[0.09679552821200287, 0.19994739333683928, 82035506219022.1]","[0.09629734527693354, 0.20443574978692905, 83287146856533.17]",-212.37969710015722,-212.5517549000771,-22.086702364802758,-22.041126623946354,-212.37969710015722,-212.5517549000771,0.8811899587748109,True
3213,"[0.09629734527693354, 0.20443574978692905, 83287146856533.17]","[0.10343122730574632, 0.20475503755506, 84577234560686.83]",-212.5517549000771,-220.35059852715617,-22.333735050810446,-22.198124235612266,-212.5517549000771,-220.35059852715617,0.00046978622278077666,False
3214,"[0.09629734527693354, 0.20443574978692905, 83287146856533.17]","[0.11127833413708217, 0.21207821018711062, 83646444665553.84]",-212.5517549000771,-242.77051024886737,-22.731375349492396,-22.591013945414662,-212.5517549000771,-242.77051024886737,8.652059258731178e-14,False
3215,"[0.09629734527693354, 0.20443574978692905, 83287146856533.17]","[0.09758598002507082, 0.20578098765767963, 83284865451705.53]",-212.5517549000771,-212.26924203254305,-21.215671767381536,-21.176223112736817,-212.5517549000771,-212.26924203254305,1.379831682018997,True
3216,"[0.09758598002507082, 0.20578098765767963, 83284865451705.53]","[0.09834095387389527, 0.20689366748833762, 82653497156019.31]",-212.26924203254305,-212.38057996608381,-21.39339917729337,-21.380456257031717,-212.26924203254305,-212.38057996608381,0.9062908361228355,True
3217,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09575650976043726, 0.21166206311334174, 82817770288541.02]",-212.38057996608381,-212.96792874901962,-21.336143911831307,-21.342207056116422,-212.38057996608381,-212.96792874901962,0.5524391832465083,False
3218,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10088038729000781, 0.20665931987413122, 81588562183152.48]",-212.38057996608381,-214.59635993217563,-21.793893804602767,-21.762355615529977,-212.38057996608381,-214.59635993217563,0.11256304919680937,False
3219,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10883879879166632, 0.21089217815045316, 83771504040297.5]",-212.38057996608381,-234.60765762206233,-22.52558842344218,-22.34517989542302,-212.38057996608381,-234.60765762206233,2.66227708072509e-10,False
3220,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.11024866201663207, 0.1970404235546492, 82114909320850.56]",-212.38057996608381,-241.4178809148239,-22.541094331176915,-22.498229641305667,-212.38057996608381,-241.4178809148239,2.5578573875383393e-13,False
3221,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09916158812152423, 0.1943947941566165, 82655471494556.92]",-212.38057996608381,-213.62413444099778,-21.942001664062794,-21.98510746897417,-212.38057996608381,-213.62413444099778,0.2761916473360596,False
3222,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.12638315535425168, 0.20598774535525044, 83153636507792.03]",-212.38057996608381,-305.0232871409461,-24.87450368325927,-25.686689004227077,-212.38057996608381,-305.0232871409461,2.588545971044735e-41,False
3223,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10379538030619839, 0.19689931684267845, 83512661837955.27]",-212.38057996608381,-221.91320684945222,-22.219516573530548,-22.172652889125402,-212.38057996608381,-221.91320684945222,7.592510235222296e-05,False
3224,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.07898434953988655, 0.20927574359717627, 81556495638749.77]",-212.38057996608381,-378.78337327761835,-23.75505185894668,-23.63949964169688,-212.38057996608381,-378.78337327761835,6.058551192064212e-73,False
3225,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10315064638116296, 0.18910845753302857, 83469965662766.08]",-212.38057996608381,-221.41038864663054,-23.267902013431133,-23.15463392352836,-212.38057996608381,-221.41038864663054,0.00013415152803739473,False
3226,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09257574987820162, 0.22637219748987375, 82009514928931.25]",-212.38057996608381,-220.6120852051287,-23.3675444852878,-23.536209319592473,-212.38057996608381,-220.6120852051287,0.00022482908349177394,False
3227,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09067482888777222, 0.20039897124277334, 82432405547254.36]",-212.38057996608381,-225.77649927266535,-21.612811985341985,-21.803586295575947,-212.38057996608381,-225.77649927266535,1.257111892486408e-06,False
3228,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10484946194316329, 0.200081255244311, 82562156850713.44]",-212.38057996608381,-223.8438953504131,-21.652403934988577,-21.60105180308098,-212.38057996608381,-223.8438953504131,1.1062348391783286e-05,False
3229,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09091461773168723, 0.1932138416133769, 82486771876698.28]",-212.38057996608381,-224.01208515165644,-22.313100959925585,-22.49690842407245,-212.38057996608381,-224.01208515165644,7.3905185987694334e-06,False
3230,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.10434874402773675, 0.22089848920803143, 81609599122832.11]",-212.38057996608381,-219.6898870869073,-22.952134438638048,-22.818527392392166,-212.38057996608381,-219.6898870869073,0.0007649500085469984,False
3231,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.12043941435295903, 0.20636324874611142, 84353739341897.16]",-212.38057996608381,-281.0463753869444,-24.954593475264012,-25.21292617885775,-212.38057996608381,-281.0463753869444,1.1658199571952505e-30,False
3232,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.1000813247137327, 0.23136892129186615, 82588519952890.33]",-212.38057996608381,-212.46989112649854,-24.102334232897654,-24.292098372104146,-212.38057996608381,-212.46989112649854,0.75648293819165,False
3233,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.11056394860208475, 0.21065154944876424, 83603678707059.55]",-212.38057996608381,-240.48565406929401,-22.53326637490199,-22.365198094145722,-212.38057996608381,-240.48565406929401,7.363978814522887e-13,False
3234,"[0.09834095387389527, 0.20689366748833762, 82653497156019.31]","[0.09505951442145813, 0.20790963889336384, 83353598946911.5]",-212.38057996608381,-213.69501422377078,-21.461868688909085,-21.503489009052764,-212.38057996608381,-213.69501422377078,0.2576754123392429,True
3235,"[0.09505951442145813, 0.20790963889336384, 83353598946911.5]","[0.10640162640473717, 0.18845504139211924, 82491666415589.86]",-213.69501422377078,-230.2860908793542,-24.17239713257009,-24.00770621324404,-213.69501422377078,-230.2860908793542,7.347021607976571e-08,False
3236,"[0.09505951442145813, 0.20790963889336384, 83353598946911.5]","[0.09120054496912695, 0.19078386492061747, 83145914422262.69]",-213.69501422377078,-222.5121981254987,-22.69918017118021,-22.786807422207495,-213.69501422377078,-222.5121981254987,0.0001357343145043984,False
3237,"[0.09505951442145813, 0.20790963889336384, 83353598946911.5]","[0.09875858234308775, 0.2015304017546479, 83317312232760.97]",-213.69501422377078,-212.9449380217027,-21.46028279709133,-21.4421019933381,-213.69501422377078,-212.9449380217027,2.1560050725879054,True
3238,"[0.09875858234308775, 0.2015304017546479, 83317312232760.97]","[0.10106740770864553, 0.2029483859067134, 82997499280501.67]",-212.9449380217027,-215.47729768375805,-21.292365898242394,-21.240427652066163,-212.9449380217027,-215.47729768375805,0.08370794230215499,False
3239,"[0.09875858234308775, 0.2015304017546479, 83317312232760.97]","[0.09424759199885388, 0.19420523492381955, 82220667722988.97]",-212.9449380217027,-214.66279323992603,-22.068111850709954,-22.232055991222392,-212.9449380217027,-214.66279323992603,0.15231578828887907,True
3240,"[0.09424759199885388, 0.19420523492381955, 82220667722988.97]","[0.09945904609337311, 0.1944216479750395, 82427190035714.2]",-214.66279323992603,-213.89217483379628,-21.38862410043178,-21.28345867597495,-214.66279323992603,-213.89217483379628,2.4007563429114605,True
3241,"[0.09945904609337311, 0.1944216479750395, 82427190035714.2]","[0.0805001888627425, 0.183081333515852, 82625088685825.03]",-213.89217483379628,-333.46429421385244,-23.662254803741185,-23.642481894911054,-213.89217483379628,-333.46429421385244,1.1997082046870974e-52,False
3242,"[0.09945904609337311, 0.1944216479750395, 82427190035714.2]","[0.08798861118245722, 0.18342458325501493, 83866115204680.03]",-213.89217483379628,-238.42585581169945,-23.38022115294462,-23.57682986466849,-213.89217483379628,-238.42585581169945,1.818744328000158e-11,False
3243,"[0.09945904609337311, 0.1944216479750395, 82427190035714.2]","[0.11692543594509225, 0.18431775911243206, 83953104221429.44]",-213.89217483379628,-272.84676351518425,-24.351646073269087,-24.419254785405947,-213.89217483379628,-272.84676351518425,2.3280127911174618e-26,False
3244,"[0.09945904609337311, 0.1944216479750395, 82427190035714.2]","[0.09250700688297851, 0.20268154610569475, 82798178672505.94]",-213.89217483379628,-218.98034548343443,-21.806123903522128,-21.854953183493446,-213.89217483379628,-218.98034548343443,0.005875289582023416,False
